incident_id,year,date_of_incident,route,borough,injury_result_description,incident_event_type,operator_id,bus_garage_id,victim_id
272,2015,2015-05-01,11,"City of London","Injuries treated on scene","Onboard Injuries",1,1,7
273,2015,2015-04-01,11,"Hammersmith & Fulham","Injuries treated on scene",Assault,1,1,7
274,2015,2015-01-01,9,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",5,1,7
275,2015,2015-05-01,422,Bexley,"Injuries treated on scene","Onboard Injuries",8,1,8
276,2015,2015-05-01,U1,Hillingdon,"Injuries treated on scene","Onboard Injuries",9,1,8
277,2015,2015-05-01,S1,Merton,"Injuries treated on scene","Onboard Injuries",16,1,8
278,2015,2015-06-01,19,Westminster,"Injuries treated on scene","Onboard Injuries",1,1,8
279,2015,2015-05-01,390,Westminster,"Reported Minor Injury - Treated at Hospital","Collision Incident",2,1,8
280,2015,2015-05-01,OOS,"Tower Hamlets","Injuries treated on scene","Onboard Injuries",3,1,8
281,2015,2015-05-01,N87,Westminster,"Injuries treated on scene","Onboard Injuries",1,1,8
282,2015,2015-05-01,207,Ealing,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",9,1,8
283,2015,2015-05-01,207,Ealing,"Injuries treated on scene","Onboard Injuries",9,1,8
284,2015,2015-05-01,333,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,8
285,2015,2015-05-01,H91,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",5,1,8
286,2015,2015-05-01,332,Brent,"Injuries treated on scene","Onboard Injuries",2,1,8
287,2015,2015-05-01,330,Newham,"Injuries treated on scene","Onboard Injuries",3,1,8
288,2015,2015-05-01,316,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,8
289,2015,2015-05-01,205,Westminster,"Injuries treated on scene","Onboard Injuries",3,1,8
290,2015,2015-05-01,267,Hounslow,"Injuries treated on scene","Onboard Injuries",5,1,8
291,2015,2015-05-01,266,Brent,"Injuries treated on scene","Onboard Injuries",7,1,8
292,2015,2015-05-01,205,Camden,"Injuries treated on scene","Onboard Injuries",3,1,8
293,2015,2015-05-01,263,Islington,"Injuries treated on scene","Onboard Injuries",2,1,8
294,2015,2015-05-01,257,"Waltham Forest","Injuries treated on scene","Onboard Injuries",1,1,8
295,2015,2015-04-01,31,Camden,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",7,1,8
296,2015,2015-05-01,257,Newham,"Injuries treated on scene","Onboard Injuries",1,1,8
297,2015,2015-05-01,245,Brent,"Injuries treated on scene","Onboard Injuries",9,1,8
298,2015,2015-05-01,237,Hounslow,"Injuries treated on scene","Onboard Injuries",2,1,8
299,2015,2015-05-01,237,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",2,1,8
300,2015,2015-05-01,234,Haringey,"Injuries treated on scene","Collision Incident",2,1,8
301,2015,2015-04-01,27,"Hammersmith & Fulham","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",5,1,8
302,2015,2015-05-01,229,Bexley,"Injuries treated on scene","Onboard Injuries",8,1,8
303,2015,2015-05-01,227,Bromley,"Injuries treated on scene","Onboard Injuries",3,1,8
304,2015,2015-05-01,213,Sutton,"Injuries treated on scene","Onboard Injuries",1,1,8
305,2015,2015-05-01,213,"Kingston upon Thames","Injuries treated on scene","Onboard Injuries",1,1,8
306,2015,2015-05-01,181,Lewisham,"Injuries treated on scene","Onboard Injuries",11,1,8
307,2015,2015-04-01,27,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",5,1,8
308,2015,2015-04-01,27,Camden,"Injuries treated on scene","Onboard Injuries",5,1,8
309,2015,2015-05-01,177,Greenwich,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",3,1,8
310,2015,2015-04-01,24,Camden,"Injuries treated on scene","Onboard Injuries",2,1,8
311,2015,2015-05-01,174,"Barking & Dagenham","Injuries treated on scene","Onboard Injuries",3,1,8
312,2015,2015-05-01,170,Westminster,"Injuries treated on scene","Onboard Injuries",1,1,8
313,2015,2015-05-01,169,Redbridge,"Injuries treated on scene","Collision Incident",3,1,8
314,2015,2015-05-01,161,Greenwich,"Injuries treated on scene","Onboard Injuries",11,1,8
315,2015,2015-05-01,152,Merton,"Injuries treated on scene","Onboard Injuries",10,1,8
316,2015,2015-05-01,57,Merton,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,8
317,2015,2015-05-01,148,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,8
318,2015,2015-05-01,147,Newham,"Injuries treated on scene","Collision Incident",3,1,8
319,2015,2015-05-01,140,Ealing,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",2,1,8
320,2015,2015-05-01,10,"Kensington & Chelsea","Injuries treated on scene","Onboard Injuries",5,1,8
321,2015,2015-05-01,104,Newham,"Injuries treated on scene","Onboard Injuries",3,1,8
322,2015,2015-05-01,9,Westminster,"Injuries treated on scene","Onboard Injuries",5,1,8
323,2015,2015-05-01,7,"Kensington & Chelsea","Injuries treated on scene","Onboard Injuries",2,1,8
324,2015,2015-05-01,98,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",2,1,8
325,2015,2015-05-01,47,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",3,1,8
326,2015,2015-05-01,97,"Waltham Forest","Injuries treated on scene","Onboard Injuries",3,1,8
327,2015,2015-05-01,93,Merton,"Injuries treated on scene","Onboard Injuries",1,1,8
328,2015,2015-05-01,92,Ealing,"Injuries treated on scene","Onboard Injuries",9,1,8
329,2015,2015-05-01,90,Hounslow,"Injuries treated on scene","Onboard Injuries",2,1,8
330,2015,2015-05-01,83,Ealing,"Injuries treated on scene","Onboard Injuries",9,1,8
331,2015,2015-05-01,80,Merton,"Injuries treated on scene","Onboard Injuries",1,1,8
332,2015,2015-05-01,75,Southwark,"Injuries treated on scene","Onboard Injuries",3,1,8
333,2015,2015-05-01,75,Lewisham,"Injuries treated on scene","Onboard Injuries",3,1,8
334,2015,2015-05-01,4,"City of London","Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,8
335,2015,2015-04-01,W8,Enfield,"Injuries treated on scene","Onboard Injuries",2,1,8
336,2015,2015-05-01,34,Enfield,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",2,1,8
337,2015,2015-05-01,72,Wandsworth,"Injuries treated on scene","Collision Incident",5,1,8
338,2015,2015-05-01,33,"Richmond Upon Thames","Injuries treated on scene","Onboard Injuries",5,1,8
339,2015,2015-05-01,65,"Richmond Upon Thames","Injuries treated on scene","Onboard Injuries",5,1,8
340,2015,2015-05-01,27,Hounslow,"Injuries treated on scene","Onboard Injuries",5,1,8
341,2015,2015-05-01,25,"Tower Hamlets","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",7,1,8
342,2015,2015-05-01,25,"Tower Hamlets","Reported Minor Injury - Treated at Hospital","Collision Incident",7,1,8
343,2015,2015-05-01,19,Camden,"Injuries treated on scene","Onboard Injuries",1,1,8
344,2015,2015-05-01,15,"Tower Hamlets","Injuries treated on scene","Onboard Injuries",3,1,8
345,2015,2015-05-01,11,"Hammersmith & Fulham","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,8
346,2015,2015-05-01,65,"Kingston upon Thames","Injuries treated on scene","Onboard Injuries",5,1,8
347,2015,2015-05-01,11,"City of London","Injuries treated on scene","Onboard Injuries",1,1,8
348,2015,2015-05-01,64,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",11,1,8
349,2015,2015-04-01,282,Ealing,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",9,1,8
350,2015,2015-04-01,487,Ealing,"Injuries treated on scene","Onboard Injuries",9,1,8
351,2015,2015-04-01,486,Greenwich,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",8,1,8
352,2015,2015-04-01,T32,Croydon,"Injuries treated on scene","Collision Incident",11,1,8
353,2015,2015-04-01,RR,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",7,1,8
354,2015,2015-04-01,P5,Lambeth,"Injuries treated on scene","Onboard Injuries",8,1,8
355,2015,2015-04-01,P4,Southwark,"Injuries treated on scene","Onboard Injuries",3,1,8
356,2015,2015-04-01,P4,Lewisham,"Injuries treated on scene","Onboard Injuries",3,1,8
357,2015,2015-04-01,453,Lewisham,"Injuries treated on scene","Onboard Injuries",1,1,8
358,2015,2015-04-01,432,Lambeth,"Injuries treated on scene","Onboard Injuries",1,1,8
359,2015,2015-04-01,428,Bexley,"Injuries treated on scene","Onboard Injuries",15,1,8
360,2015,2015-04-01,422,Greenwich,"Injuries treated on scene","Onboard Injuries",8,1,8
361,2015,2015-04-01,394,Hackney,"Injuries treated on scene","Onboard Injuries",19,1,8
362,2015,2015-04-01,270,Merton,"Injuries treated on scene","Onboard Injuries",1,1,8
363,2015,2015-04-01,E8,Ealing,"Injuries treated on scene","Onboard Injuries",2,1,8
364,2015,2015-04-01,E7,Ealing,"Injuries treated on scene","Collision Incident",9,1,8
365,2015,2015-04-01,E5,Ealing,"Injuries treated on scene","Onboard Injuries",9,1,8
366,2015,2015-04-01,E3,Ealing,"Injuries treated on scene","Onboard Injuries",5,1,8
367,2015,2015-04-01,D3,"Tower Hamlets","Injuries treated on scene","Collision Incident",3,1,8
368,2015,2015-04-01,521,"None London Borough","Injuries treated on scene","Onboard Injuries",1,1,8
369,2015,2015-04-01,391,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",5,1,8
370,2015,2015-04-01,390,Westminster,"Injuries treated on scene","Onboard Injuries",2,1,8
371,2015,2015-04-01,507,Lambeth,"Injuries treated on scene","Collision Incident",1,1,8
372,2015,2015-04-01,496,Havering,"Injuries treated on scene","Onboard Injuries",3,1,8
373,2015,2015-04-01,493,"Richmond Upon Thames","Injuries treated on scene","Onboard Injuries",1,1,8
374,2015,2015-04-01,263,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,8
375,2015,2015-04-01,185,Southwark,"Injuries treated on scene","Onboard Injuries",8,1,8
376,2015,2015-04-01,181,Lewisham,"Injuries treated on scene","Onboard Injuries",11,1,8
377,2015,2015-04-01,181,Bromley,"Injuries treated on scene","Onboard Injuries",11,1,8
378,2015,2015-04-01,390,Camden,"Injuries treated on scene","Onboard Injuries",2,1,8
379,2015,2015-04-01,177,Greenwich,"Injuries treated on scene","Collision Incident",3,1,8
380,2015,2015-04-01,388,Newham,"Injuries treated on scene","Onboard Injuries",19,1,8
381,2015,2015-04-01,380,Lewisham,"Injuries treated on scene","Onboard Injuries",3,1,8
382,2015,2015-04-01,365,Havering,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",3,1,8
383,2015,2015-04-01,358,Bromley,"Injuries treated on scene","Onboard Injuries",11,1,8
384,2015,2015-04-01,355,Lambeth,"Injuries treated on scene","Onboard Injuries",8,1,8
385,2015,2015-04-01,247,Havering,"Injuries treated on scene","Onboard Injuries",3,1,8
386,2015,2015-04-01,336,Lewisham,"Injuries treated on scene","Onboard Injuries",11,1,8
387,2015,2015-04-01,238,Newham,"Injuries treated on scene","Onboard Injuries",3,1,8
388,2015,2015-04-01,297,Brent,"Injuries treated on scene","Onboard Injuries",2,1,8
389,2015,2015-04-01,237,Hounslow,"Injuries treated on scene","Onboard Injuries",2,1,8
390,2015,2015-04-01,284,Lewisham,"Injuries treated on scene","Collision Incident",11,1,8
391,2015,2015-04-01,237,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",2,1,8
392,2015,2015-04-01,283,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",5,1,8
393,2015,2015-04-01,222,Hillingdon,"Injuries treated on scene","Onboard Injuries",5,1,8
394,2015,2015-04-01,220,Brent,"Injuries treated on scene","Onboard Injuries",5,1,8
395,2015,2015-04-01,217,Enfield,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",2,1,8
396,2015,2015-04-01,208,Lewisham,"Injuries treated on scene","Onboard Injuries",3,1,8
397,2015,2015-04-01,207,Ealing,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",9,1,8
398,2015,2015-04-01,207,Ealing,"Injuries treated on scene","Onboard Injuries",9,1,8
399,2015,2015-04-01,89,Lewisham,"Injuries treated on scene","Onboard Injuries",8,1,8
400,2015,2015-04-01,205,"Tower Hamlets","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",3,1,8
401,2015,2015-04-01,88,Westminster,"Injuries treated on scene","Onboard Injuries",1,1,8
402,2015,2015-04-01,205,"Tower Hamlets","Injuries treated on scene","Collision Incident",3,1,8
403,2015,2015-04-01,86,"Barking & Dagenham","Injuries treated on scene","Onboard Injuries",3,1,8
404,2015,2015-04-01,205,Camden,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",3,1,8
405,2015,2015-04-01,204,Brent,"Injuries treated on scene","Onboard Injuries",2,1,8
406,2015,2015-04-01,170,Westminster,"Injuries treated on scene","Onboard Injuries",1,1,8
407,2015,2015-04-01,79,Brent,"Injuries treated on scene","Onboard Injuries",2,1,8
408,2015,2015-04-01,196,Croydon,"Injuries treated on scene","Onboard Injuries",1,1,8
409,2015,2015-04-01,162,Bromley,"Injuries treated on scene","Onboard Injuries",11,1,8
410,2015,2015-04-01,189,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",2,1,8
411,2015,2015-04-01,189,Barnet,"Reported Minor Injury - Treated at Hospital","Collision Incident",2,1,8
412,2015,2015-04-01,75,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",3,1,8
413,2015,2015-04-01,75,Croydon,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",3,1,8
414,2015,2015-04-01,75,Croydon,"Injuries treated on scene","Onboard Injuries",3,1,8
415,2015,2015-04-01,161,Greenwich,"Injuries treated on scene","Onboard Injuries",11,1,8
416,2015,2015-04-01,160,Lewisham,"Injuries treated on scene","Onboard Injuries",15,1,8
417,2015,2015-04-01,158,"Waltham Forest","Injuries treated on scene","Onboard Injuries",3,1,8
418,2015,2015-04-01,148,Southwark,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,8
419,2015,2015-01-01,207,Ealing,"Injuries treated on scene","Onboard Injuries",9,1,8
420,2015,2015-01-01,205,"None London Borough","Injuries treated on scene","Onboard Injuries",4,1,8
421,2015,2015-01-01,203,Hillingdon,"Injuries treated on scene","Onboard Injuries",5,1,8
422,2015,2015-04-01,66,Redbridge,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",15,1,8
423,2015,2015-04-01,66,Havering,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",15,1,8
424,2015,2015-01-01,199,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",4,1,8
425,2015,2015-01-01,189,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,8
426,2015,2015-04-01,134,Islington,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",2,1,8
427,2015,2015-04-01,131,Merton,"Injuries treated on scene","Onboard Injuries",5,1,8
428,2015,2015-04-01,131,"Kingston upon Thames","Injuries treated on scene","Onboard Injuries",5,1,8
429,2015,2015-04-01,125,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,8
430,2015,2015-04-01,120,Ealing,"Injuries treated on scene","Onboard Injuries",5,1,8
431,2015,2015-04-01,111,Hounslow,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",5,1,8
432,2015,2015-04-01,109,Lambeth,"Injuries treated on scene","Onboard Injuries",10,1,8
433,2015,2015-04-01,109,Croydon,"Injuries treated on scene","Onboard Injuries",10,1,8
434,2015,2015-04-01,57,"Kingston upon Thames","Injuries treated on scene","Onboard Injuries",5,1,8
435,2015,2015-04-01,101,Newham,"Injuries treated on scene","Onboard Injuries",3,1,8
436,2015,2015-04-01,56,"Waltham Forest","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",3,1,8
437,2015,2015-04-01,97,"Waltham Forest","Injuries treated on scene","Onboard Injuries",3,1,8
438,2015,2015-04-01,56,Hackney,"Injuries treated on scene","Onboard Injuries",3,1,8
439,2015,2015-04-01,55,Westminster,"Injuries treated on scene","Onboard Injuries",3,1,8
440,2015,2015-04-01,97,"Waltham Forest","Injuries treated on scene","Vandalism Hooliganism",3,1,8
441,2015,2015-04-01,96,Bexley,"Injuries treated on scene","Onboard Injuries",3,1,8
442,2015,2015-04-01,96,Bexley,"Injuries treated on scene","Collision Incident",3,1,8
443,2015,2015-04-01,53,Lewisham,"Injuries treated on scene","Onboard Injuries",3,1,8
444,2015,2015-04-01,93,Wandsworth,"Injuries treated on scene","Onboard Injuries",1,1,8
445,2015,2015-04-01,52,Brent,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",2,1,8
446,2015,2015-04-01,92,Brent,"Injuries treated on scene","Onboard Injuries",9,1,8
447,2015,2015-01-01,178,Greenwich,"Injuries treated on scene","Collision Incident",4,1,8
448,2015,2015-04-01,45,Lambeth,"Injuries treated on scene","Onboard Injuries",8,1,8
449,2015,2015-04-01,37,Wandsworth,"Injuries treated on scene","Onboard Injuries",11,1,8
450,2015,2015-04-01,37,Lambeth,"Injuries treated on scene","Onboard Injuries",11,1,8
451,2015,2015-04-01,18,Brent,"Injuries treated on scene","Onboard Injuries",9,1,8
452,2015,2015-04-01,16,Brent,"Injuries treated on scene","Onboard Injuries",2,1,8
453,2015,2015-01-01,H12,Harrow,"Injuries treated on scene","Vandalism Hooliganism",2,1,8
454,2015,2015-01-01,320,Bromley,"Injuries treated on scene","Collision Incident",11,1,8
455,2015,2015-01-01,157,Sutton,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",10,1,8
456,2015,2015-01-01,155,Lambeth,"Injuries treated on scene","Onboard Injuries",1,1,8
457,2015,2015-01-01,E8,Hounslow,"Injuries treated on scene","Collision Incident",2,1,8
458,2015,2015-01-01,E5,Ealing,"Injuries treated on scene","Onboard Injuries",9,1,8
459,2015,2015-01-01,143,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,8
460,2015,2015-04-01,11,Westminster,"Injuries treated on scene","Onboard Injuries",1,1,8
